"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_kwh","kwh_charges","consumption_kw","kw_charges","other_charges"
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)","BLD 07","NONE","BLD 07","51","573","Q005100","FEDERAL","NY005010980P","PSEG Long Island","12205041","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","96750012","N","4929.6","281-Sec Com Large Gen Use","Yes","27840","3354.05","51.5","904.92","670.63"
"HOWARD AVENUE-PARK PLACE","BROOKLYN","HOWARD AVENUE-PARK PLACE","BLD 08","NONE",,"365","551","K036500","FEDERAL","NY005013510P","NEW YORK POWER AUTHORITY","12243514","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","8444076","N","709.2","GOV/NYC/069","Yes","5382","281.96","7.38","79.19","348.05"
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)","BLD 04","NONE","BLD 04","51","573","Q005100","FEDERAL","NY005010980P","PSEG Long Island","12205016","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","96750210","N","7375.84","281-Sec Com Large Gen Use","Yes","42400","5108.18","73.5","1291.49","976.17"
"LEHMAN VILLAGE","MANHATTAN","LEHMAN VILLAGE","BLD 04","INTERVAL",,"101","238","M010100","FEDERAL","NY005001010P","NEW YORK POWER AUTHORITY","12243363","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786758","N","7099.8","GOV/NYC/068","Yes","0","0","314.64","3461.04","3638.76"
"MORRIS I","BRONX","MORRIS I","BLD 02","AMR",,"102","239","B010200","FEDERAL","NY005011020P","NEW YORK POWER AUTHORITY","12242841","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787487","N","30616.7","GOV/NYC/068","Yes","270400","14131.1","0","0","16485.6"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 19","NONE","BLD 19","302","565","K030200","FEDERAL","NY005012470P","NEW YORK POWER AUTHORITY","12243769","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2817743","Y","296.69","GOV/NYC/062","Yes","2952","231.58","0","0","65.11"
"HOWARD","BROOKLYN","HOWARD","BLD 07","AMR",,"72","568","K007200","FEDERAL","NY005000720P","NEW YORK POWER AUTHORITY","12243576","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786350","N","5608.34","GOV/NYC/068","Yes","53600","2703.51","0","0","2904.83"
"HOWARD","BROOKLYN","HOWARD","BLD 09","AMR",,"72","568","K007200","FEDERAL","NY005000720P","NEW YORK POWER AUTHORITY","12243576","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786339","N","7617.3","GOV/NYC/068","Yes","72800","3671.93","0","0","3945.37"
"HOWARD","BROOKLYN","HOWARD","BLD 07","INTERVAL",,"72","568","K007200","FEDERAL","NY005000720P","NEW YORK POWER AUTHORITY","12243576","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786350","N","1074.81","GOV/NYC/068","Yes","0","0","86.4","1074.81","0"
"BUTLER","BRONX","BUTLER","BLD 06","AMR",,"113","435","B011300","FEDERAL","NY005001130P","NEW YORK POWER AUTHORITY","12243020","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","8632861","N","1019.2","GOV/NYC/069","Yes","3546","185.77","16.38","175.76","657.67"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 07","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","NEW YORK POWER AUTHORITY","12243301","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9963466","N","768.17","GOV/NYC/062","Yes","2232","175.1","0","0","593.07"
"HOWARD","BROOKLYN","HOWARD","BLD 01","INTERVAL",,"72","568","K007200","FEDERAL","NY005000720P","NEW YORK POWER AUTHORITY","12243576","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786349","N","708.21","GOV/NYC/068","Yes","0","0","56.93","708.21","0"
"HOWARD AVENUE","BROOKLYN","HOWARD AVENUE","BLD 03","AMR",,"339","782","K033900","FEDERAL","NY005013510P","NEW YORK POWER AUTHORITY","12243884","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","14323391","N","1123.25","GOV/NYC/062","Yes","3276","257","0","0","866.25"
"RUTGERS","MANHATTAN","RUTGERS","BLD 03","NONE",,"99","439","M009900","MIXED FINANCE/LLC1","NY005020990P","NEW YORK POWER AUTHORITY","12243350","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9296473","N","10019.47","GOV/NYC/068","Yes","63800","3334.19","116","1276","5409.28"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 02","NONE","BLD 02","302","565","K030200","FEDERAL","NY005012470P","NEW YORK POWER AUTHORITY","12243771","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9292676","Y","132.33","GOV/NYC/062","Yes","1260","98.85","0","0","33.48"
"ASTORIA","QUEENS","ASTORIA","BLD 05","INTERVAL",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785411","N","702.4","GOV/NYC/068","Yes","0","0","56.21","702.4","0"
"ASTORIA","QUEENS","ASTORIA","BLD 07","INTERVAL",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785372","N","1704.72","GOV/NYC/068","Yes","0","0","136.42","1704.72","0"
"ASTORIA","QUEENS","ASTORIA","BLD 15","INTERVAL",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785363","N","785.75","GOV/NYC/068","Yes","0","0","62.88","785.75","0"
"ASTORIA","QUEENS","ASTORIA","BLD 22","INTERVAL",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785327","N","625.3","GOV/NYC/068","Yes","0","0","50.04","625.3","0"
"ASTORIA","QUEENS","ASTORIA","BLD 07","AMR",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","12785372","N","9622.61","GOV/NYC/068","Yes","90400","4555.84","0","0","5066.77"
"ASTORIA","QUEENS","ASTORIA","BLD 16","AMR",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","12785348","N","3091.15","GOV/NYC/068","Yes","29040","1463.51","0","0","1627.64"
"ASTORIA","QUEENS","ASTORIA","BLD 09","AMR",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","12783884","N","3917.17","GOV/NYC/068","Yes","36800","1854.59","0","0","2062.58"
"CYPRESS HILLS","BROOKLYN","CYPRESS HILLS","BLD 03","INTERVAL",,"70","536","K007000","FEDERAL","NY005010700P","NEW YORK POWER AUTHORITY","12243572","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787531","N","859","GOV/NYC/068","Yes","0","0","74.02","859","0"
"GLENWOOD","BROOKLYN","GLENWOOD","BLD 20","INTERVAL",,"44","584","K004400","FEDERAL","NY005000440P","NEW YORK POWER AUTHORITY","12243485","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785307","N","617.05","GOV/NYC/068","Yes","0","0","50.16","617.05","0"
"CYPRESS HILLS","BROOKLYN","CYPRESS HILLS","BLD 12","AMR",,"70","536","K007000","FEDERAL","NY005010700P","NEW YORK POWER AUTHORITY","12243572","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787603","N","4826.04","GOV/NYC/068","Yes","45600","2301.09","0","0","2524.95"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 27","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","NEW YORK POWER AUTHORITY","12243354","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","13184024","N","996.4","GOV/NYC/062","Yes","2898","227.35","0","0","769.05"
"GLENWOOD","BROOKLYN","GLENWOOD","BLD 10","INTERVAL",,"44","584","K004400","FEDERAL","NY005000440P","NEW YORK POWER AUTHORITY","12243485","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785294","N","543.86","GOV/NYC/068","Yes","0","0","44.21","543.86","0"
"MONROE","BRONX","MONROE","BLD 04","AMR",,"88","234","B008800","FEDERAL","NY005000880P","NEW YORK POWER AUTHORITY","12242923","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9424067","N","8378.99","GOV/NYC/068","Exception","54720","2859.67","94.4","1038.4","4480.92"
"MONROE","BRONX","MONROE","BLD 05","AMR",,"88","234","B008800","FEDERAL","NY005000880P","NEW YORK POWER AUTHORITY","12242924","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9424065","N","9126.04","GOV/NYC/068","Yes","61440","3210.85","123.2","1355.2","4559.99"
"MARLBORO","BROOKLYN","MARLBORO","BLD 04","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787062","N","2637.37","GOV/NYC/068","Yes","24880","1256.66","0","0","1380.71"
"MARLBORO","BROOKLYN","MARLBORO","BLD 18","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787061","N","2654.33","GOV/NYC/068","Yes","25040","1264.74","0","0","1389.59"
"CYPRESS HILLS","BROOKLYN","CYPRESS HILLS","BLD 13","AMR",,"70","536","K007000","FEDERAL","NY005010700P","NEW YORK POWER AUTHORITY","12243572","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786298","N","4910.7","GOV/NYC/068","Yes","46400","2341.46","0","0","2569.24"
"CYPRESS HILLS","BROOKLYN","CYPRESS HILLS","BLD 01","AMR",,"70","536","K007000","FEDERAL","NY005010700P","NEW YORK POWER AUTHORITY","12243572","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786296","N","4775.24","GOV/NYC/068","Yes","45120","2276.87","0","0","2498.37"
"MARLBORO","BROOKLYN","MARLBORO","BLD 09","INTERVAL",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787116","N","652.27","GOV/NYC/068","Yes","0","0","51.94","652.27","0"
"MARLBORO","BROOKLYN","MARLBORO","BLD 23","INTERVAL",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787079","N","519.03","GOV/NYC/068","Yes","0","0","41.33","519.03","0"
"WOODSIDE","QUEENS","WOODSIDE","BLD 12","AMR",,"33","316","Q003300","FEDERAL","NY005000330P","NEW YORK POWER AUTHORITY","12242789","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2783919","N","2535.62","GOV/NYC/068","Yes","23040","1163.59","0","0","1372.03"
"HARLEM RIVER II","MANHATTAN","HARLEM RIVER II","BLD 08","NONE",,"147","256","M014700","FEDERAL","NY005010030P","NEW YORK POWER AUTHORITY","12243423","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","14401252","N","12602.55","GOV/NYC/068","Yes","82800","4327.13","144","1584","6691.42"
"WOODSIDE","QUEENS","WOODSIDE","BLD 17","INTERVAL",,"33","316","Q003300","FEDERAL","NY005000330P","NEW YORK POWER AUTHORITY","12242789","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788314","N","479.95","GOV/NYC/068","Yes","0","0","37.97","479.95","0"
"GLENWOOD","BROOKLYN","GLENWOOD","BLD 05","INTERVAL",,"44","584","K004400","FEDERAL","NY005000440P","NEW YORK POWER AUTHORITY","12243485","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785263","N","490.71","GOV/NYC/068","Yes","0","0","39.89","490.71","0"
"WOODSIDE","QUEENS","WOODSIDE","BLD 06","INTERVAL",,"33","316","Q003300","FEDERAL","NY005000330P","NEW YORK POWER AUTHORITY","12242789","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1783947","N","723.78","GOV/NYC/068","Yes","0","0","57.26","723.78","0"
"WILLIAMS PLAZA","BROOKLYN","WILLIAMS PLAZA","BLD 01","NONE",,"128","443","K012800","MIXED FINANCE/LLC2","NY005021280P","NEW YORK POWER AUTHORITY","12243631","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2836052","N","8638.75","GOV/NYC/068","Yes","55200","2884.75","100","1100","4654"
"WASHINGTON HEIGHTS REHAB PHASE III","MANHATTAN","WASHINGTON HEIGHTS REHAB PHASE III","BLD 03","NONE",,"523","756","M052300","FEDERAL","NY005013090P","NEW YORK POWER AUTHORITY","12243379","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9973173","N","609.98","GOV/NYC/069","Yes","3798","198.98","7.56","81.12","329.88"
"FULTON","MANHATTAN","FULTON","BLD 01","NONE",,"136","252","M013600","FEDERAL","NY005001360P","NEW YORK POWER AUTHORITY","12243169","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9295315","N","5642.44","GOV/NYC/068","Yes","37200","1944.07","64.8","712.8","2985.57"
"UNIVERSITY AVENUE REHAB","BRONX","UNIVERSITY AVENUE REHAB","BLD 01","NONE",,"341","762","B034100","FEDERAL","NY005013410P","NEW YORK POWER AUTHORITY","12242837","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9985894","N","1185.97","GOV/NYC/069","Yes","8600","450.55","13.6","145.93","589.49"
"TWIN PARKS EAST (SITE 9)","BRONX","TWIN PARKS EAST (SITE 9)","BLD 01 - Community Center","NONE","Community Center","287","577","B228700","FEDERAL","NY005012270P","NEW YORK POWER AUTHORITY","12243080","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4239655","N","2633.81","GOV/NYC/069","Yes","8440","442.17","45.2","485","1706.64"
"FRANKLIN AVENUE II CONVENTIONAL","BRONX","FRANKLIN AVENUE II CONVENTIONAL","BLD 05","NONE",,"531","482","B053100","FEDERAL","NY005015310P","NEW YORK POWER AUTHORITY","12242961","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9973682","N","344.12","GOV/NYC/062","Exception","1134","88.96","0","0","255.16"
"FRANKLIN AVENUE II CONVENTIONAL","BRONX","FRANKLIN AVENUE II CONVENTIONAL","BLD 06","NONE",,"531","482","B053100","FEDERAL","NY005015310P","NEW YORK POWER AUTHORITY","12242960","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9973683","N","396.09","GOV/NYC/062","Exception","1314","103.08","0","0","293.01"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 23","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786411","N","3797","GOV/NYC/068","Yes","35760","1804.18","0","0","1992.82"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 06","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786405","N","1070.3","GOV/NYC/068","Yes","10080","508.56","0","0","561.74"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 19","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786396","N","1805.06","GOV/NYC/068","Yes","17000","857.69","0","0","947.37"
"FRANKLIN AVENUE I CONVENTIONAL","BRONX","FRANKLIN AVENUE I CONVENTIONAL","BLD 08","NONE",,"525","479","B052500","FEDERAL","NY005015310P","NEW YORK POWER AUTHORITY","12242968","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4308031","N","19.32","GOV/NYC/062","Yes","60","4.71","0","0","14.61"
"LOW HOUSES","BROOKLYN","LOW HOUSES","BLD 04","AMR",,"169","276","K016900","FEDERAL","NY005011690P","NEW YORK POWER AUTHORITY","12243676","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2780371","N","11792.19","GOV/NYC/068","Yes","73120","3821.25","140.8","1548.8","6422.14"
"SOUTH JAMAICA I","QUEENS","SOUTH JAMAICA I","SOUTH JAMAICA I BLD 03","AMR",,"8","206","Q000800","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242773","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788370","N","1480.33","GOV/NYC/068","Yes","13920","701.69","0","0","778.64"
"SOUTH JAMAICA I","QUEENS","SOUTH JAMAICA I","SOUTH JAMAICA I BLD 09","AMR",,"8","206","Q000800","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242773","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789361","N","2109.9","GOV/NYC/068","Yes","19840","1000.11","0","0","1109.79"
"SOUTH JAMAICA I","QUEENS","SOUTH JAMAICA I","SOUTH JAMAICA I BLD 11","AMR",,"8","206","Q000800","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242773","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789362","N","1369.73","GOV/NYC/068","Yes","12880","649.26","0","0","720.47"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II","SOUTH JAMAICA II BLD 25","AMR",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789930","N","2476.3","GOV/NYC/068","Yes","23440","1182.68","0","0","1293.62"
"STANTON STREET","MANHATTAN","STANTON STREET","BLD 01","NONE",,"559","841","M055900","FEDERAL","NY005013590P","NEW YORK POWER AUTHORITY","12243194","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4499300","N","1261.49","GOV/NYC/069","Yes","8600","450.55","14","150.22","660.72"
"STAPLETON","STATEN ISLAND","STAPLETON","BLD 02 - Community Center","NONE","Community Center","114","436","S211400","MIXED FINANCE/LLC1","NY005021140P","NEW YORK POWER AUTHORITY","12243897","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9295814","N","2919.12","GOV/NYC/069","Yes","15760","825.67","32.8","351.94","1741.51"
"STEBBINS AVENUE-HEWITT PLACE","BRONX","STEBBINS AVENUE-HEWITT PLACE","BLD 01","NONE",,"353","770","B035300","FEDERAL","NY005013420P","NEW YORK POWER AUTHORITY","12243129","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2758189","N","1347.18","GOV/NYC/069","Yes","10098","529.03","13.86","148.72","669.43"
"SUMNER","BROOKLYN","SUMNER","BLD 02","INTERVAL",,"73","538","K007300","FEDERAL","NY005010730P","NEW YORK POWER AUTHORITY","12243547","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787534","N","673.24","GOV/NYC/068","Yes","0","0","54.6","673.24","0"
"SUMNER","BROOKLYN","SUMNER","BLD 07","INTERVAL",,"73","538","K007300","FEDERAL","NY005010730P","NEW YORK POWER AUTHORITY","12243547","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787623","N","1988.64","GOV/NYC/068","Yes","0","0","161.28","1988.64","0"
"SUMNER","BROOKLYN","SUMNER","BLD 10","INTERVAL",,"73","538","K007300","FEDERAL","NY005010730P","NEW YORK POWER AUTHORITY","12243547","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788549","N","714.67","GOV/NYC/068","Yes","0","0","57.96","714.67","0"
"SUMNER","BROOKLYN","SUMNER","BLD 13","AMR",,"73","538","K007300","FEDERAL","NY005010730P","NEW YORK POWER AUTHORITY","12243547","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784210","N","5577.94","GOV/NYC/068","Yes","51600","2602.11","0","0","2975.83"
"SUMNER","BROOKLYN","SUMNER","BLD 11","AMR",,"73","538","K007300","FEDERAL","NY005010730P","NEW YORK POWER AUTHORITY","12243547","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787552","N","4323.98","GOV/NYC/068","Yes","40000","2017.14","0","0","2306.84"
"SUMNER","BROOKLYN","SUMNER","BLD 03","AMR",,"73","538","K007300","FEDERAL","NY005010730P","NEW YORK POWER AUTHORITY","12243547","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787625","N","3805.1","GOV/NYC/068","Yes","35200","1775.08","0","0","2030.02"
"SURFSIDE GARDENS","BROOKLYN","SURFSIDE GARDENS","BLD 02","NONE",,"170","278","K017000","FEDERAL","NY005011700P","NEW YORK POWER AUTHORITY","12243693","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","8448333","Y","5656.72","GOV/NYC/068","Exception","33600","1755.94","68","748","3152.78"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 05","NONE",,"354","775","K035400","FEDERAL","NY005011670P","NEW YORK POWER AUTHORITY","12243865","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2809091","N","777.48","GOV/NYC/062","Yes","2268","177.92","0","0","599.56"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 26","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786025","N","3864.96","GOV/NYC/068","Yes","36400","1836.47","0","0","2028.49"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 29","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786026","N","5207.08","GOV/NYC/068","Yes","49040","2474.19","0","0","2732.89"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 01","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786381","N","1656.41","GOV/NYC/068","Yes","15600","787.06","0","0","869.35"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 08","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786387","N","1376.1","GOV/NYC/068","Yes","12960","653.87","0","0","722.23"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 27","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786390","N","3414.76","GOV/NYC/068","Yes","32160","1622.56","0","0","1792.2"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 24","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786398","N","1184.97","GOV/NYC/068","Yes","11160","563.05","0","0","621.92"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 05","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786406","N","1108.52","GOV/NYC/068","Yes","10440","526.72","0","0","581.8"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 18","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786454","N","3491.21","GOV/NYC/068","Yes","32880","1658.88","0","0","1832.33"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 21","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787511","N","1737.11","GOV/NYC/068","Yes","16360","825.4","0","0","911.71"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 28","AMR",,"63","218","B006300","FEDERAL","NY005010630P","NEW YORK POWER AUTHORITY","12242872","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787513","N","3359.54","GOV/NYC/068","Yes","31640","1596.32","0","0","1763.22"
"TWIN PARKS EAST (SITE 9)","BRONX","TWIN PARKS EAST (SITE 9)","BLD 01","NONE",,"287","577","B028700","FEDERAL","NY005012270P","NEW YORK POWER AUTHORITY","12243079","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4237804","N","6043.26","GOV/NYC/069","Yes","42560","2229.72","68.8","738.22","3075.32"
"TWIN PARKS WEST (SITES 1 & 2)","BRONX","TWIN PARKS WEST (SITES 1 & 2)","BLD 01","INTERVAL",,"227","363","B022700","FEDERAL","NY005012270P","NEW YORK POWER AUTHORITY","12242893","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787454","N","6052.61","GOV/NYC/068","Yes","0","0","276.48","3041.28","3011.33"
"UPACA (SITE 5)","MANHATTAN","UPACA (SITE 5)","BLD 01","NONE","APT 02C - Management Office","343","757","M034300","FEDERAL","NY005012410P","NEW YORK POWER AUTHORITY","12243260","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4308289","N","86.6","GOV/NYC/062","Yes","240","18.83","0","0","67.77"
"UPACA (SITE 5)","MANHATTAN","UPACA (SITE 5)","BLD 01","NONE","APT 02H - Management Office","343","757","M034300","FEDERAL","NY005012410P","NEW YORK POWER AUTHORITY","12243262","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9913629","N","63.7","GOV/NYC/062","Yes","180","14.12","0","0","49.58"
"VANDALIA AVENUE","BROOKLYN","VANDALIA AVENUE","BLD 02","NONE","APT 01P - Tenant Association Office","315","273","K031500","FEDERAL","NY005011940P","NEW YORK POWER AUTHORITY","12243822","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4203822","N","96.22","GOV/NYC/062","Exception","276","21.65","0","0","74.57"
"VLADECK II","MANHATTAN","VLADECK II","VLADECK II BLD 21","INTERVAL",,"7","371","M000700","FEDERAL","NY005010060P","NEW YORK POWER AUTHORITY","12243225","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784536","N","1251.8","GOV/NYC/068","Yes","0","0","51.6","567.6","684.2"
