"site_id","planned_kiosk_type","installation_status_","ppt_id","legacy_id","borough","council_district","cb","final_submission_a_","gf_permit_appl_id","gf_doitt_submitted_to_cb_a","gf_cb_comment_period_ends_a","street_address","cross_street_1","cross_street_2","ixn_code","postcode","zoningnumb","longitude","latitude","greenfield_in_bid_location","bid","historic_district","historic_district_name","neighborhood_tabulation_area_nta","bin","bbl","census_tract","location_1"
"BK-01-GF34907","LINK5G_NonAd","Planning",,,"Brooklyn","33","301","2022-08-09T00:00:00.000","90320","2023-01-04T00:00:00.000",,"26 SOUTH 9TH STREET","KENT AVENUE","WYTHE AVENUE","S","11249","R7A","-73.9682863","40.7091383","No",,"0",,"North Side-South Side","3395346","3021357508","bk-547","(40.7091383, -73.9682863)"
"QU-12-124537","LINK5G_Ad","PreCx",,,"Queens","28","412","2021-10-08T00:00:00.000",,,,"119-1 SUTPHIN BOULEVARD","Sutphin Boulevard","152nd Street","S","11434","CI-3/R5D","-73.7914308","40.6793049",,,"0",,"Baisley Park","4265172","4122100075","288.01","(40.6793049, -73.7914308)"
"BK-11-GF34845","LINK5G_Ad","Planning",,,"Brooklyn","44","311",,,,,"7124 BAY PARKWAY","72ND STREET","71ST STREET","West","11204","C1-3","-73.9855321","40.610041","No",,"0",,,"3158121","3061860047","BK-266","(40.610041, -73.9855321)"
"BX-09-GF22752","LINK5G_Ad","PreCx",,,"Bronx","18","209","2022-08-09T00:00:00.000","90372","2022-10-17T00:00:00.000",,"1530 UNION PORT ROAD","BANGLA BAZAAR","Metropolitan Oval","N","10462","R6 / C2-2","-73.8572265","40.836952","No",,"0",,"Parkchester","2096719","2039437501","bx-210.02","(40.836952, -73.8572265)"
"QU-12-157212","LINK5G_Ad","Installed",,,"Queens","27","412","2021-10-08T00:00:00.000","90079","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","175-06 HILLSIDE AVENUE","175TH STREET","Hillside Ave","E","11432","C2-4","-73.7876993","40.7116236","No",,"0",,"Jamaica",,"4098340010","QN-462","(40.7116236, -73.7876993)"
"BX-02-145543","LINK5G_Ad","PreCx","145543","LINK-011142","Bronx","17","202","2021-04-06T00:00:00.000",,,,"1089 LEGGETT AVENUE","BARRY STREET","BARRY STREET","N","10474","M1-2","-73.8955799","40.8120993","No",,"0",,"Hunts Point","2094342","2027360021","2009300","(40.8120993, -73.8955799)"
"QU-02-GF44795","LINK5G_NonAd","PreCx",,,"Queens","26","402","2022-08-09T00:00:00.000","90422","2023-01-04T00:00:00.000",,"4202 21 STREET","Queens Plaza S","43rd Ave","West","11101","M1-4","-73.9445042","40.7519755","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4005272","3004570175","qu-19","(40.7519755, -73.9445042)"
"QU-07-124356","LINK5G_Ad","Live","124356","SC90645","Queens","20","407","2022-03-08T00:00:00.000",,,,"138-02 NORTHERN BOULEVARD","UNION STREET","BOWNE STREET","S","11354","C1-2","-73.8279192","40.7638316","No",,"0",,"Flushing","4113289","4050100020","4086500","(40.7638316, -73.8279192)"
"BX-05-GF22629","LINK5G_Ad","PreCx",,,"Bronx","15","205","2022-11-17T00:00:00.000","90445","2023-01-04T00:00:00.000",,"2225 WEBSTER AVENUE","FORD STREET","E 182ND STREET","W","10457","C1-4","-73.8966296","40.8548186","No",,"0",,"Fordham South",,"2031430167","BX-383.02","(40.8548186, -73.8966296)"
"QU-13-GF44805","LINK5G_NonAd","PreCx",,,"Queens","23","413","2022-08-09T00:00:00.000","90238","2022-11-16T00:00:00.000",,"81-14 257TH STREET","82nd Ave","81st Ave","E","11004","R2A","-73.7133861","40.7406346","No",,"0",,"Glen Oaks-Floral Park-New Hyde Park","4178461","4087310004","qu-1579.02","(40.7406346, -73.7133861)"
"QU-12-151804","LINK5G_Ad","Live",,,"Queens","27","412","2021-10-08T00:00:00.000","90088","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","180-01 LINDEN BOULEVARD","180TH STREET","NEWBURG STREET","N","11434","C2-2","-73.7665646","40.6923012","No",,"0",,"St. Albans",,"4103150096","424","(40.6923012, -73.7665646)"
"BK-04-157709","LINK5G_Ad","Installed",,,"Brooklyn","37","304","2021-08-31T00:00:00.000","90005","2021-09-23T00:00:00.000","2021-11-22T00:00:00.000","289 CENTRAL AVENUE","BLEECKER STREET","GREENE AVENUE","N","11221","C1-3","-73.9208579","40.695701","No",,"0",,"Bushwick South","3325694","3032970001","419","(40.695701, -73.9208579)"
"BK-05-GF34892","LINK5G_NonAd","PreCx",,,"Brooklyn","42","305","2022-08-09T00:00:00.000","90404","2023-01-04T00:00:00.000",,"303 STANLEY AVENUE","Stanley Ave","Dewitt Ave","E","11207","M1-1","-73.8968261","40.6539504","No",,"0",,"East New York","3086087","3038820055","bk-1098","(40.6539504, -73.8968261)"
"MN-08-GF0912","LINK5G_NonAd","Planning",,,"Manhattan","4","108","2022-08-09T00:00:00.000","90251","2022-11-18T00:00:00.000",,"570 PARK AVENUE","E 63rd St","E 62nd St","W","10065","R10","-73.9682248","40.7653889","No",,"0","Upper East Side Historic District","Upper East Side-Carnegie Hill","1040900","1013770040","mn-114.01","(40.7653889, -73.9682248)"
"QU-13-GF44800","LINK5G_Ad","PreCx",,,"Queens","23","413","2022-08-09T00:00:00.000","90230","2022-11-16T00:00:00.000",,"256-17 HILLSIDE AVENUE","257th ST","256th ST","N","11004","R3-2 / C1-3","-73.7112252","40.736811","No",,"0",,"Glen Oaks-Floral Park-New Hyde Park","4179294","4087680001","qu-1579.02","(40.736811, -73.7112252)"
"BK-16-153189","LINK5G_Ad","Live","153189","LINK-025045","Brooklyn","41","316","2021-08-31T00:00:00.000","90037","2021-09-23T00:00:00.000","2021-11-22T00:00:00.000","18 BELMONT AVENUE","Thatford Ave","ROCKAWAY AVE","W","11212","C4-3","-73.9096658","40.6684808","No",,"0",,"Brownsville","3252309","3035220001","906","(40.6684808, -73.9096658)"
"QU-02-GF44782","LINK5G_NonAd","Planning",,,"Queens","26","402","2022-08-09T00:00:00.000","90413","2023-01-04T00:00:00.000",,"47-40 CENTER BOULEVARD","47th Rd","48th Ave","W","11101","M3-1","-73.9574313","40.7454643","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4594829","4000190021","qu-1","(40.7454643, -73.9574313)"
"QU-12-159306","LINK5G_Ad","Live",,,"Queens","27","412","2021-10-08T00:00:00.000","90086","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","107-17 MERRICK BOULEVARD","MERRICK BOULEVARD","169TH STREET","S","11433","C2-4","-73.7880885","40.6997274","No",,"0",,"South Jamaica",,"4102440001","QN-414","(40.6997274, -73.7880885)"
"BK-04-127500","LINK5G_Ad","Live","127500","SC90721","Brooklyn","34","304","2022-01-28T00:00:00.000",,,,"72 WYCKOFF AVENUE","HART STREET","SUYDAM STREET","S","11237","M1-1","-73.9201547","40.7048216","No",,"0",,"Bushwick North","3073257","3032210031","3044500","(40.7048216, -73.9201547)"
"MN-03-123340","LINK5G_Ad","Live","123340","SC90323","Manhattan","2","103","2022-04-01T00:00:00.000",,,,"553 GRAND STREET","MADISON STREET","JACKSON STREET","S","10002","C1-5","-73.9802017","40.7139606","No",,"0",,"Lower East Side","1003219","1002660065","MH-2.02","(40.7139606, -73.9802017)"
"MN-11-GF0929","LINK5G_NonAd","PreCx",,,"Manhattan","8","111","2022-08-09T00:00:00.000","90363","2022-11-18T00:00:00.000",,"420 EAST 111TH STREET","FDR Dr","A NEW STREET","S","10029","R7-2","-73.9357352","40.7918799","No",,"0",,"East Harlem South","1083956","1017010001","mn-162","(40.7918799, -73.9357352)"
"BK-04-GF34582","LINK1.0","PreCx",,,"Brooklyn","34","304","2022-09-23T00:00:00.000","90000","2023-01-04T00:00:00.000",,"797 BROADWAY","BROADWAY","BEAVER STREET","E","11206","C4-3","-73.9402678","40.6999535","No",,"0",,"Bushwick South","3319554","3031320008","389","(40.6999535, -73.9402678)"
"BX-02-GF22617","LINK1.0","Planning",,,"Bronx","17","202","2021-11-30T00:00:00.000",,,,"900 SOUTHERN BOULEVARD","SOUTHERN BOULEVARD","HUNTS POINT AVENUE","E","10459","C2-4","-73.892875","40.8194101","No",,"0",,"Hunts Point",,"2027350001","BX-89","(40.8194101, -73.892875)"
"QU-12-108654","LINK5G_Ad","Live","108654","75033","Queens","24","412","2021-10-08T00:00:00.000",,,,"139-04 HILLSIDE AVENUE","Hillside Avenue","88th Avenue","E","11435","C2-4","-73.8142522","40.7042216","No",,"0",,"Briarwood-Jamaica Hills","4207152","4096980017","4021400","(40.7042216, -73.8142522)"
"QU-12-128104","LINK5G_Ad","Live","128104","75017","Queens","27","412","2021-10-08T00:00:00.000",,,,"116-52 FARMERS BOULEVARD","Linden Boulevard","Dunkirk Drive","W","11412","C1-3","-73.7625217","40.6920908","No",,"0",,"St. Albans","4238205","4110590001","4052800","(40.6920908, -73.7625217)"
"QU-02-GF44787","LINK5G_NonAd","PreCx",,,"Queens","26","402","2022-08-09T00:00:00.000","90334","2023-01-04T00:00:00.000",,"2-40 51 AVENUE","5th St","2nd St","North","11101","M1-4/R6B","-73.9569744","40.7420554","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4000011","4000157501","qu-1","(40.7420554, -73.9569744)"
"BK-15-143013","LINK5G_Ad","Ready for Installation","143013","34053","Brooklyn","48","315","2022-05-13T00:00:00.000",,,,"2487 CONEY ISLAND AVENUE","AVENUE V","AVENUE U","East","11223","C1-3","-73.9609089","40.5963224","No",,"0",,"Homecrest","3336720","3073430045","3058200","(40.5963224, -73.9609089)"
"BX-05-119612","LINK5G_Ad","Live","119612","LINK-013113","Bronx","14","205","2021-11-30T00:00:00.000",,,,"127 WEST BURNSIDE AVENUE","ANDREWS AVENUE SOUTH","LORING PLACE SOUTH","N","10453","C2-4","-73.9140421","40.8539059","No",,"0",,"University Heights-Morris Heights","2118358","2032160002","2024502","(40.8539059, -73.9140421)"
"SI-01-GF55246","LINK5G_Ad","PreCx",,,"Staten Island","49","501","2022-10-28T00:00:00.000","90431","2023-01-04T00:00:00.000",,"224 RICHMOND TERRACE","NICHOLAS STREET","STUYVESANT PLACE","S","10301","C2-2","-74.0804804","40.6471486","No",,"0",,"West New Brighton-New Brighton-St. George","5000107","5000130060","SI-7","(40.6471486, -74.0804804)"
"SI-01-154026","LINK5G_Ad","Live",,,"Staten Island","49","501","2021-11-30T00:00:00.000","90137","2022-02-11T00:00:00.000",,"1670 VICTORY BOULEVARD","VICTORY BOULEVARD","WINDSOR ROAD","W","10314","C1-1","-74.1192244","40.6131774","No",,"0",,"Westerleigh",,"5007080018","SI-169.01","(40.6131774, -74.1192244)"
"QU-12-GF44667","LINK5G_Ad","PreCx",,,"Queens","27","412","2022-11-17T00:00:00.000","90456","2023-01-04T00:00:00.000",,"168-20 HILLSIDE AVENUE","HILLSIDE AVENUE","88TH AVENUE","W","11432","C2-4","-73.7938513","40.7101577","No",,"0",,"Jamaica",,"4098210011","QN-460","(40.7101577, -73.7938513)"
"QU-07-GF44821","LINK5G_Ad","PreCx",,,"Queens","19","407","2022-08-09T00:00:00.000","90353","2022-11-16T00:00:00.000",,"29-14 122 STREET","122ND STREET","120TH STREET","North","11354","M2-1","-73.8467208","40.7713869","No",,"0",,"College Point","4100714","4043180020","qu-907","(40.7713869, -73.8467208)"
"SI-01-125538","LINK5G_Ad","PreCx","125538","12322","Staten Island","49","501","2021-11-30T00:00:00.000",,,,"425 BAY STREET","CLINTON STREET","BALTIC STREET","SE","10301","M1-1","-74.075901","40.6318356","No",,"0",,"Stapleton-Rosebank","5013178","5004880065","5002100","(40.6318356, -74.075901)"
