"link_site_id","planned_kiosk_type","link_installation_status","smallest_ppt","cb_link_id","boro","council_district","community_board","street_address","cross_street_1","cross_street_2","ixn_corner","postcode","zoning","latitude","longitude","link_installation","link_smoke_tested_and_activated_a","neighborhood_tabulation_area_nta","building_identification_number_bin","borough_block_lot_bbl","census_tract_ct","location"
"mn-12-111670","LINK1.0","Live","111670","mn-12-111670","Manhattan","10","112","1441 ST. NICHOLAS AVENUE","WEST 182 STREET","WEST 183 STREET","NW","10033","C1-4","40.850037510000000","-73.933341980000000","2017-12-05T00:00:00.000","2018-06-05T00:00:00.000","Washington Heights North","1063950","1021650043","1027100","(40.85003751, -73.93334198)"
"mn-06-134218","LINK1.0","Live","134218","mn-06-134218","Manhattan","4","106","201 EAST 57 STREET","3 AVENUE","2 AVENUE","NE","10022","C5-2","40.760206930000000","-73.967177050000000","2016-04-23T00:00:00.000","2016-05-17T00:00:00.000","Turtle Bay-East Midtown","1089950","1013310001","1010800","(40.76020693, -73.96717705)"
"mn-11-107218","LINK1.0","Live","107218","mn-11-107218","Manhattan","8","111","2120 3 AVENUE","EAST 116 STREET","EAST 115 STREET","SW","10029","C4-4D","40.797835250000000","-73.940256210000000","2016-03-05T00:00:00.000","2016-03-22T00:00:00.000","East Harlem North","1084329","1016430040","1018200","(40.79783525, -73.94025621)"
"qu-12-124511","LINK5G_Ad","Live","124511","SC90575","Queens","28","412","108-44 SUTPHIN BOULEVARD","Sutphin Boulevard","Liverpool Street",,"11433","C2-4","40.691834","-73.7985019","2022-11-30T00:00:00.000","2023-03-01T00:00:00.000","South Jamaica","4215845","4101310002","4025400","(40.691834, -73.7985019)"
"bk-16-158588","LINK1.0","Live",,,"Brooklyn","41","316","155 HERZL STREET","AMBOY STREET","Sutter Ave","SE","11212","C1-3","40.6663218","-73.9146879","2022-11-02T00:00:00.000","2023-01-03T00:00:00.000","Brownsville","3081392","3035390027","902","(40.6663218, -73.9146879)"
"mn-07-120936","LINK1.0","Live","120936","mn-07-120936","Manhattan","6","107","157 COLUMBUS AVENUE","WEST 67 STREET","WEST 68 STREET","NE","10023","C4-7","40.774266280000000","-73.980949710000000","2016-08-19T00:00:00.000","2016-10-07T00:00:00.000","Lincoln Square","1028260","1011207501","1015300","(40.77426628, -73.98094971)"
"qu-12-156461","LINK5G_Ad","Live",,,"Queens","27","412","204-01 HOLLIS AVENUE","HOLLIS AVENUE","109TH AVENUE","NE","11412","C2-3","40.7068698","-73.753916","2023-02-21T00:00:00.000","2023-05-04T00:00:00.000","Hollis",,"4109070030","508","(40.7068698, -73.753916)"
"bk-09-126563","LINK5G_Ad","Live","126563","LINK-002453","Brooklyn","40","309","660 FLATBUSH AVENUE","HAWTHORNE STREET","WESTBURY COURT","MIDBLOCK","11225","C1-3","40.6571638","-73.9603383","2022-10-29T00:00:00.000","2023-01-26T00:00:00.000","Prospect Lefferts Gardens-Wingate","3114641","3050260223","3079802","(40.6571638, -73.9603383)"
"bx-05-123185","LINK1.0","Live","123185","bx-05-123185","Bronx","14","205","23 WEST BURNSIDE AVENUE","DAVIDSON AVENUE","GRAND AVENUE","NW","10453","C1-4","40.853881000000000","-73.908662000000000","2016-12-06T00:00:00.000","2017-01-12T00:00:00.000","University Heights-Morris Heights","2014160","2031930033","2025100","(40.853881, -73.908662)"
"bk-01-125263","LINK1.0","Live","125263","bk-01-125263","Brooklyn","33","301","1007 MANHATTAN AVENUE","HURON STREET","GREEN STREET","NW","11222","C2-4","40.733400000000000","-73.954886000000000","2017-03-11T00:00:00.000","2017-04-14T00:00:00.000","Greenpoint","3064146","3025220043","3056300","(40.7334, -73.954886)"
"mn-05-136396","LINK1.0","Live","136396","mn-02-136396","Manhattan","3","105","82 5 AVENUE","EAST 14 STREET","EAST 13 STREET","NW","10011","C6-4M","40.736200580000000","-73.993601020000000","2017-07-29T00:00:00.000","2017-08-30T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1009717","1005770039","1005400","(40.73620058, -73.99360102)"
"bk-09-153360","LINK5G_Ad","Live","153360",,"Brooklyn","35","309","402 EASTERN PARKWAY","EASTERN PARKWAY","UNION STREET","SW","11225","C8-2","40.6697913","-73.955285","2022-09-12T00:00:00.000","2022-12-13T00:00:00.000","Crown Heights South","3032886","3012670001","323","(40.6697913, -73.955285)"
"bk-02-108355","LINK1.0","Live","108355","bk-02-108355","Brooklyn","33","302","98 BOND STREET","ATLANTIC AVENUE","PACIFIC STREET","SW","11217","C2-4","40.686811570000000","-73.984969610000000","2017-11-17T00:00:00.000","2018-02-01T00:00:00.000","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3255607","3001837501","3004100","(40.68681157, -73.98496961)"
"bx-02-145581","LINK1.0","Live","145581","LINK-014506","Bronx","8","202","501 BRUCKNER BOULEVARD","EAST 149 STREET","AUSTIN PLACE","NE","10455","C8-3","40.8100995","-73.9028615","2021-12-09T00:00:00.000","2022-05-02T00:00:00.000","Longwood","2004120","2026020030","2008300","(40.8100995, -73.9028615)"
"bk-03-145817","LINK1.0","Live","145817","LINK-018124","Brooklyn","41","303","293 RALPH AVENUE","MACDOUGAL STREET","SUMPTER STREET","NE","11233","C2-4","40.679015000000000","-73.921802000000000","2017-03-31T00:00:00.000","2017-04-28T00:00:00.000","Stuyvesant Heights","3041421","3015240001","3037900","(40.679015, -73.921802)"
"mn-01-122285","LINK1.0","Live","122285","mn-01-122285","Manhattan","1","101","30 VARICK STREET","BEACH STREET","LAIGHT STREET","SE","10013","C6-2A","40.720567750000000","-74.006556200000000","2018-08-01T00:00:00.000","2020-10-02T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1002732","1002127502","1003300","(40.72056775, -74.0065562)"
"mn-05-139806","LINK1.0","Live","139806","mn-05-139806","Manhattan","2","105","1170 BROADWAY","WEST 28 STREET","WEST 27 STREET","SE","10001","M1-6","40.745127050000000","-73.988670890000000","2016-10-15T00:00:00.000","2016-11-02T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1080710","1008290050","1005800","(40.74512705, -73.98867089)"
"bx-05-119610","LINK1.0","Live","119610","bx-05-119610","Bronx","14","205","48 WEST BURNSIDE AVENUE","GRAND AVENUE","DAVIDSON AVENUE","SE","10453","C1-4","40.853842030000000","-73.909387980000000","2017-01-25T00:00:00.000","2017-02-08T00:00:00.000","University Heights-Morris Heights","2008631","2028700026","2024300","(40.85384203, -73.90938798)"
"mn-04-122583","LINK1.0","Live","122583","mn-04-122583","Manhattan","3","104","715 8 AVENUE","WEST 45 STREET","WEST 44 STREET","SW","10036","C6-4","40.759106660000000","-73.988579460000000","2016-03-11T00:00:00.000","2016-04-11T00:00:00.000","Clinton","1024992","1010350036","1012100","(40.75910666, -73.98857946)"
"bk-14-145907","LINK1.0","Live","145907","LINK-018088","Brooklyn","40","314","971 FLATBUSH AVENUE","ALBEMARLE ROAD","SNYDER AVENUE","NE","11226","C4-4A","40.647887370000000","-73.958050630000000","2017-08-10T00:00:00.000","2017-09-15T00:00:00.000","Erasmus","3117362","3051090001","3079400","(40.64788737, -73.95805063)"
"mn-01-138618","LINK1.0","Live","138618","mn-01-138618","Manhattan","1","101","201 HUDSON STREET","DESBROSSES STREET","CANAL STREET","SW","10013","C6-2A","40.723403710000000","-74.008084390000000","2017-08-05T00:00:00.000","2017-11-15T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1002933","1002250008","1003900","(40.72340371, -74.00808439)"
"mn-12-120711","LINK1.0","Live","120711","12089","Manhattan","10","112","572 WEST 207 STREET","VERMILYEA AVENUE","SHERMAN AVENUE","S","10034","C1-4","40.8665829","-73.9206195","2022-02-08T00:00:00.000","2022-05-03T00:00:00.000","Marble Hill-Inwood","1078377","1022260017","1029300","(40.8665829, -73.9206195)"
"mn-08-135983","LINK1.0","Live","135983","mn-08-135983","Manhattan","4","108","20 EAST 60 STREET","MADISON AVENUE","PARK AVENUE","SE","10022","C5-3","40.764097000000000","-73.970823000000000","2017-01-29T00:00:00.000","2017-05-19T00:00:00.000","Upper East Side-Carnegie Hill","1040761","1013740047","1011401","(40.764097, -73.970823)"
"mn-04-122075","LINK1.0","Live","122075","mn-04-122075","Manhattan","3","104","615 8 AVENUE","WEST 40 STREET","WEST 39 STREET","SW","10018","C6-4","40.755878090000000","-73.990932850000000","2016-03-12T00:00:00.000","2016-04-11T00:00:00.000","Clinton","1013688","1007630042","1011500","(40.75587809, -73.99093285)"
"mn-02-123540","LINK1.0","Live","123540","mn-02-123540","Manhattan","3","102","75 8 AVENUE","WEST 14 STREET","GREENWICH AVENUE","SW","10014","C6-2A","40.739677480000000","-74.002735310000000","2016-03-11T00:00:00.000","2016-04-15T00:00:00.000","West Village","1080226","1006297504","1007700","(40.73967748, -74.00273531)"
"mn-05-121651","LINK1.0","Live","121651","mn-05-121651","Manhattan","4","105","26 EAST 33 STREET","MADISON AVENUE","5 AVENUE","SW","10016","C5-2","40.747144000000000","-73.983698000000000","2018-04-14T00:00:00.000","2018-06-05T00:00:00.000","Midtown-Midtown South","1017014","1008627504","1007400","(40.747144, -73.983698)"
"mn-05-136910","LINK1.0","Live","136910","mn-05-136910","Manhattan","3","105","408 8 AVENUE","WEST 30 STREET","WEST 31 STREET","SE","10001","C6-3X","40.749880000000000","-73.994993000000000","2017-05-26T00:00:00.000","2017-06-30T00:00:00.000","Midtown-Midtown South","1014351","1007807501","1010100","(40.74988, -73.994993)"
"bk-02-142293","LINK1.0","Live","142293","bk-02-142293","Brooklyn","33","302","36 BOND STREET","LIVINGSTON STREET","SCHERMERHORN STREET","SW","11201","C6-4","40.688672300000000","-73.983710080000000","2017-02-23T00:00:00.000","2017-03-24T00:00:00.000","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3329446","3001650029","3003700","(40.6886723, -73.98371008)"
"mn-07-134423","LINK1.0","Live","134423","mn-07-134423","Manhattan","6","107","2737 BROADWAY","WEST 104 STREET","WEST 105 STREET","SW","10025","C1-5","40.800475930000000","-73.968186310000000","2017-08-25T00:00:00.000","2017-10-06T00:00:00.000","Upper West Side","1056602","1018760058","1019100","(40.80047593, -73.96818631)"
"bk-07-145901","LINK1.0","Live","145901","LINK-021526","Brooklyn","38","307","875 4 AVENUE","32 STREET","33 STREET","SE","11232","C2-4","40.656384000000000","-74.002053000000000","2017-07-31T00:00:00.000","2017-09-05T00:00:00.000","Sunset Park West","3010094","3006810001","3010100","(40.656384, -74.002053)"
"mn-07-120609","LINK1.0","Live","120609","mn-07-120609","Manhattan","6","107","734 AMSTERDAM AVENUE","WEST 96 STREET","WEST 95 STREET","SW","10025","C1-5","40.793962190000000","-73.970571170000000","2017-06-27T00:00:00.000","2017-08-07T00:00:00.000","Upper West Side","1033704","1012430036","1018300","(40.79396219, -73.97057117)"
"mn-07-107744","LINK1.0","Live","107744","mn-07-107744","Manhattan","7","107","105 WEST 106 STREET","COLUMBUS AVENUE","AMSTERDAM AVENUE","NW","10025","C1-5","40.799472460000000","-73.963183200000000","2018-01-26T00:00:00.000","2018-05-31T00:00:00.000","Morningside Heights","1055966","1018610029","1019300","(40.79947246, -73.9631832)"
"mn-05-107739","LINK1.0","Live","107739","mn-05-107739","Manhattan","3","105","795 6 AVENUE","WEST 27 STREET","WEST 28 STREET","NW","10001","C6-4X","40.745578140000000","-73.991001630000000","2017-09-10T00:00:00.000","2017-11-02T00:00:00.000","Midtown-Midtown South","1015075","1008030035","1009500","(40.74557814, -73.99100163)"
"mn-05-122088","LINK1.0","Live","122088","mn-05-122088","Manhattan","4","105","1604 BROADWAY","WEST 49 STREET","WEST 48 STREET","SE","10019","C6-7T","40.760640690000000","-73.984466310000000","2016-04-30T00:00:00.000","2016-07-18T00:00:00.000","Midtown-Midtown South","1024779","1010200038","1012500","(40.76064069, -73.98446631)"
"mn-07-138145","LINK1.0","Live","138145","mn-07-138145","Manhattan","6","107","2199 BROADWAY","WEST 78 STREET","WEST 77 STREET","SW","10024","C4-6A","40.783121360000000","-73.980708780000000","2017-09-23T00:00:00.000","2018-01-03T00:00:00.000","Upper West Side","1030900","1011690057","1016300","(40.78312136, -73.98070878)"
"bx-02-145582","LINK1.0","Live","145582","LINK-014507","Bronx","17","202","1360 EAST BAY AVENUE","EAST BAY AVENUE","VIELE AVENUE",,"10474","M1-2","40.8089271","-73.8820819","2022-07-01T00:00:00.000","2022-11-29T00:00:00.000","Hunts Point","2006920","2027720213","2009300","(40.8089271, -73.8820819)"
"qu-12-154544","LINK1.0","Live",,,"Queens","27","412","187-07 HENDERSON AVENUE","187TH STREET","188TH STREET","MIDBLOCK","11423","M1-1","40.7079873","-73.7705256","2022-11-14T00:00:00.000","2023-05-19T00:00:00.000","St. Albans","4220603","4103530085",,"(40.7079873, -73.7705256)"
"mn-09-120355","LINK1.0","Live","120355","mn-09-120355","Manhattan","7","109","600 WEST 150 STREET","BROADWAY","RIVERSIDE DRIVE","SW","10031","C1-4","40.829662420000000","-73.948422040000000","2016-11-14T00:00:00.000","2016-12-16T00:00:00.000","Hamilton Heights","1062444","1020960034","1023300","(40.82966242, -73.94842204)"
"qu-04-145914","LINK1.0","Live","145914","LINK-019900","Queens","25","404","83-02 BROADWAY","CORNISH AVENUE","DONGAN AVENUE","SE","11373","C1-3","40.740936750000000","-73.879924850000000","2017-08-05T00:00:00.000","2017-09-07T00:00:00.000","Elmhurst-Maspeth","4430211","4015440027","4048500","(40.74093675, -73.87992485)"
"mn-12-120833","LINK1.0","Live","120833","SC90239","Manhattan","10","112","4980 BROADWAY","WEST 211 STREET","WEST 212 STREET","SE","10034","R7-2","40.8681406","-73.9192674","2022-02-07T00:00:00.000","2022-06-23T00:00:00.000","Marble Hill-Inwood","1064999","1022430001","1030300","(40.8681406, -73.9192674)"
"si-02-145733","LINK1.0","Live","145733","LINK-018407","Staten Island","50","502","2110 RICHMOND ROAD","LINCOLN AVENUE","COLFAX AVENUE","SE","10306","C1-1","40.581304000000000","-74.112010280000000","2017-02-19T00:00:00.000","2017-03-02T00:00:00.000","New Dorp-Midland Beach","5095447","5035780009","5011402","(40.581304, -74.11201028)"
"qu-01-145958","LINK1.0","Live","145958","LINK-019781","Queens","26","401","29-37 40 ROAD","NORTHERN BOULEVARD","29 STREET","SE","11101","M1-3/R7X","40.751149060000000","-73.934942740000000","2017-09-30T00:00:00.000","2018-01-10T00:00:00.000","Queensbridge-Ravenswood-Long Island City","4000000","4004020012","4003100","(40.75114906, -73.93494274)"
"bk-08-145908","LINK1.0","Live","145908","LINK-021688","Brooklyn","35","308","888 PACIFIC STREET","UNDERHILL AVENUE","WASHINGTON STREET","MIDBLOCK","11238","C2-4","40.680238050000000","-73.964510720000000","2017-08-10T00:00:00.000","2018-01-05T00:00:00.000","Prospect Heights","3027680","3011310011","3020300","(40.68023805, -73.96451072)"
"bx-02-108937","LINK1.0","Live","108937","LINK-012177","Bronx","17","202","994 EAST 163 STREET","FOX STREET","TIFFANY STREET","SW","10459","C1-4","40.8208896","-73.8940408","2021-11-22T00:00:00.000","2022-05-31T00:00:00.000","Longwood","2005635","2027120028","2008700","(40.8208896, -73.8940408)"
"mn-07-134602","LINK1.0","Live","134602","mn-07-134602","Manhattan","7","107","748 AMSTERDAM AVENUE","WEST 97 STREET","WEST 96 STREET","SW","10025","C1-5","40.794672590000000","-73.970051040000000","2017-09-25T00:00:00.000","2018-03-20T00:00:00.000","Upper West Side","1056062","1018680029","1018300","(40.79467259, -73.97005104)"
"mn-02-122259","LINK1.0","Live","122259","mn-02-122259","Manhattan","3","102","347 6 AVENUE","WEST 4 STREET","WEST WASHINGTON PLACE","NW","10014","C1-5","40.731887170000000","-74.001194070000000","2018-04-14T00:00:00.000","2018-07-25T00:00:00.000","West Village","1076818","1005920026","1007100","(40.73188717, -74.00119407)"
"bk-03-127093","LINK1.0","Live","127093","bk-03-127093","Brooklyn","36","303","1805 FULTON STREET","PATCHEN AVENUE","SUMPTER STREET","NW","11233","C2-4","40.679143000000000","-73.925474000000000","2016-12-22T00:00:00.000","2017-01-17T00:00:00.000","Crown Heights North","3047942","3016970001","3038100","(40.679143, -73.925474)"
"si-02-125476","LINK1.0","Live","125476","si-02-125476","Staten Island","50","502","19 SEAVIEW AVENUE","PLATTSBURG STREET","RICHMOND ROAD","NE","10304","C1-1","40.590983000000000","-74.100732000000000","2017-01-31T00:00:00.000","2017-02-28T00:00:00.000","Old Town-Dongan Hills-South Beach","5048677","5033050089","5009602","(40.590983, -74.100732)"
"mn-06-133659","LINK1.0","Live","133659","mn-06-133659","Manhattan","2","106","215 LEXINGTON AVENUE","LEXINGTON AVENUE","3 AVENUE","SE","10016","C6-2A","40.745591210000000","-73.979997400000000","2018-05-17T00:00:00.000","2019-02-01T00:00:00.000","Murray Hill-Kips Bay","1018474","1008887502","1007200","(40.74559121, -73.9799974)"
"qu-01-125086","LINK1.0","Live","125086","qu-01-125086","Queens","22","401","32-21 BROADWAY","33 STREET","32 STREET","NW","11106","C4-2A","40.761341000000000","-73.923870000000000","2017-03-25T00:00:00.000","2017-06-14T00:00:00.000","Astoria","4008399","4006140001","4006100","(40.761341, -73.92387)"
"qu-01-145452","LINK1.0","Live","145452","qu-01-145452","Queens","22","401","40-13 BROADWAY","STEINWAY STREET","41 STREET","MIDBLOCK","11103","C1-4","40.758817650000000","-73.918494120000000","2017-08-19T00:00:00.000","2017-12-19T00:00:00.000","Astoria","4436918","4006780003","4015500","(40.75881765, -73.91849412)"
"mn-04-134597","LINK1.0","Live","134597","mn-04-134597","Manhattan","3","104","555 6 AVENUE","WEST 15 STREET","WEST 16 STREET","NW","10011","C6-2A","40.738302400000000","-73.996295650000000","2018-03-03T00:00:00.000","2018-04-11T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1014560","1007910036","1008100","(40.7383024, -73.99629565)"
"qu-03-136703","LINK1.0","Live","136703","qu-03-136703","Queens","21","403","92-03 ROOSEVELT AVENUE","92 STREET","93 STREET","NE","11372","C2-4","40.748708420000000","-73.874392890000000","2017-08-31T00:00:00.000","2017-10-11T00:00:00.000","Jackson Heights","4036462","4014800044","4027500","(40.74870842, -73.87439289)"
"qu-12-158761","LINK1.0","Live","158761",,"Queens","28","412","145-50 LIBERTY AVENUE","PRINCETON STREET","LIVERPOOL STREET","SE","11435","C2-4","40.694038","-73.8069082","2022-08-03T00:00:00.000","2023-04-24T00:00:00.000","Jamaica",,"4100490001",,"(40.694038, -73.8069082)"
"qu-12-118523","LINK5G_Ad","Live","118523","85117","Queens","27","412","129-21 MERRICK BOULEVARD","Eveleth Road","Zoller Road",,"11434","R5D/C13","40.6806786","-73.7633582","2022-06-16T00:00:00.000","2022-11-01T00:00:00.000",,"4583759","4124940018","4036600","(40.6806786, -73.7633582)"
"mn-11-143437","LINK1.0","Live","143437","mn-11-143437","Manhattan","8","111","2277 3 AVENUE","EAST 124 STREET","EAST 123 STREET","SE","10035","C4-4","40.802870000000000","-73.936270000000000","2016-04-23T00:00:00.000","2016-06-15T00:00:00.000","East Harlem North","1087594","1017887501","1019400","(40.80287, -73.93627)"
