"link_site_id","planned_kiosk_type","link_installation_status","smallest_ppt","cb_link_id","boro","council_district","community_board","street_address","cross_street_1","cross_street_2","ixn_corner","postcode","zoning","latitude","longitude","link_installation","link_smoke_tested_and_activated_a","neighborhood_tabulation_area_nta","building_identification_number_bin","borough_block_lot_bbl","census_tract_ct","location"
"mn-06-121442","LINK1.0","Live","121442","mn-06-121442","Manhattan","2","106","539 2 AVENUE","EAST 30 STREET","EAST 29 STREET","SW","10016","C1-8A","40.742234110000000","-73.977895160000000","2017-10-28T00:00:00.000","2018-02-15T00:00:00.000","Murray Hill-Kips Bay","1019928","1009107501","1007000","(40.74223411, -73.97789516)"
"mn-07-107810","LINK1.0","Live","107810","mn-07-107810","Manhattan","7","107","2704 BROADWAY","WEST 103 STREET","WEST 104 STREET","NE","10025","C1-5","40.799330670000000","-73.968232240000000","2016-06-11T00:00:00.000","2016-07-07T00:00:00.000","Upper West Side","1056563","1018757501","1019100","(40.79933067, -73.96823224)"
"mn-02-123542","LINK1.0","Live","123542","mn-02-123542","Manhattan","3","102","18 WEST 14 STREET","5 AVENUE","6 AVENUE","NW","10011","C6-2M","40.736387000000000","-73.994742000000000","2016-10-01T00:00:00.000","2016-12-28T00:00:00.000","West Village","1009714","1005770030","1006300","(40.736387, -73.994742)"
"qu-01-125118","LINK1.0","Live","125118","qu-01-125118","Queens","22","401","43-02 30 AVENUE","43 STREET","44 STREET","SE","11103","C1-2","40.762663280000000","-73.912541290000000","2017-06-24T00:00:00.000","2018-02-28T00:00:00.000","Astoria","4012032","4006970113","4014900","(40.76266328, -73.91254129)"
"bk-08-127044","LINK1.0","Live","127044","bk-08-127044","Brooklyn","36","308","590 NOSTRAND AVENUE","ATLANTIC AVENUE","PACIFIC STREET","SW","11216","C2-4","40.678268080000000","-73.949798450000000","2017-02-03T00:00:00.000","2017-03-01T00:00:00.000","Crown Heights North","3029761","3012000044","3031500","(40.67826808, -73.94979845)"
"mn-04-133373","LINK1.0","Live","133373","mn-04-133373","Manhattan","3","104","301 WEST 57 STREET","8 AVENUE","9 AVENUE","NW","10019","C6-6","40.766939790000000","-73.983155290000000","2016-07-19T00:00:00.000","2016-07-21T00:00:00.000","Clinton","1076205","1010487503","1013900","(40.76693979, -73.98315529)"
"bk-02-145904","LINK1.0","Live","145904","LINK-020655","Brooklyn","33","302","71 WYCKOFF STREET","SMITH STREET","COURT STREET","NW","11201","C2-4","40.686177000000000","-73.991014000000000","2017-07-31T00:00:00.000","2017-09-18T00:00:00.000","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3005750","3003840049","3006900","(40.686177, -73.991014)"
"mn-08-128743","LINK1.0","Live","128743","mn-08-128743","Manhattan","5","108","228 EAST 86 STREET","2 AVENUE","3 AVENUE","SW","10028","C2-8A","40.778232560000000","-73.952820890000000","2016-11-04T00:00:00.000","2017-02-01T00:00:00.000","Yorkville","1048779","1015310035","1014601","(40.77823256, -73.95282089)"
"mn-03-133491","LINK1.0","Live","133491","mn-03-133491","Manhattan","2","103","45 3 AVENUE","EAST 10 STREET","EAST 9 STREET","SE","10003","C6-2A","40.730578000000000","-73.989008000000000","2018-04-19T00:00:00.000","2019-02-04T00:00:00.000","East Village","1006764","1004650001","1004000","(40.730578, -73.989008)"
"mn-05-122541","LINK1.0","Live","122541","mn-05-122541","Manhattan","3","105","1701 BROADWAY","WEST 54 STREET","WEST 53 STREET","SW","10019","C6-7","40.763978080000000","-73.982628830000000","2016-04-30T00:00:00.000","2016-07-19T00:00:00.000","Midtown-Midtown South","1024839","1010250044","1013100","(40.76397808, -73.98262883)"
"qu-02-145744","LINK1.0","Live","145744","LINK-018153","Queens","26","402","58-28 QUEENS BOULEVARD","59 STREET","58 STREET","SW","11377","C1-2","40.741506000000000","-73.906524000000000","2017-02-25T00:00:00.000","2017-06-26T00:00:00.000","Woodside","4454475","4023137501","4024500","(40.741506, -73.906524)"
"mn-07-136087","LINK1.0","Live","136087","mn-07-136087","Manhattan","7","107","852 AMSTERDAM AVENUE","WEST 102 STREET","WEST 101 STREET","SW","10025","C1-5","40.797700070000000","-73.967840460000000","2017-06-20T00:00:00.000","2017-07-20T00:00:00.000","Upper West Side","1056511","1018730034","1018700","(40.79770007, -73.96784046)"
"bx-02-157674","LINK1.0","Live",,,"Bronx","8","202","540 SOUTHERN BOULEVARD","E 149TH STREET","TIMPSON PLACE","SE","10455","C1-4","40.812112","-73.9038634","2022-11-17T00:00:00.000","2023-01-27T00:00:00.000","Longwood",,"2026037501",,"(40.812112, -73.9038634)"
"mn-06-136611","LINK1.0","Live","136611","mn-06-136611","Manhattan","4","106","279 EAST 44 STREET","2 AVENUE","3 AVENUE","NW","10017","C1-9","40.751295680000000","-73.971533600000000","2018-02-17T00:00:00.000","2018-05-24T00:00:00.000","Turtle Bay-East Midtown","1037574","1013180022","1009000","(40.75129568, -73.9715336)"
"mn-04-107752","LINK1.0","Live","107752","20413","Manhattan","3","104","400 WEST 42 STREET","9 AVENUE","DYER AVENUE","SW","10036","C6-4","40.758482410000000","-73.993015810000000","2019-04-06T00:00:00.000","2020-11-09T00:00:00.000","Clinton","1000000","1010510035","1011500","(40.75848241, -73.99301581)"
"qu-01-145950","LINK1.0","Live","145950","LINK-021020","Queens","26","401","42-27 35 AVENUE","43 STREET","42 STREET","NW","11101","C2-1","40.754135520000000","-73.919818710000000","2017-08-31T00:00:00.000","2017-10-23T00:00:00.000","Astoria","4307241","4006750055","4015900","(40.75413552, -73.91981871)"
"mn-07-133408","LINK1.0","Live","133408","mn-07-133408","Manhattan","6","107","2120 BROADWAY","WEST 74 STREET","WEST 75 STREET","NE","10023","C4-6A","40.780321240000000","-73.981310510000000","2016-05-05T00:00:00.000","2016-05-26T00:00:00.000","Upper West Side","1030741","1011667501","1016300","(40.78032124, -73.98131051)"
"mn-06-121536","LINK1.0","Live","121536","mn-06-121536","Manhattan","4","106","676 3 AVENUE","EAST 42 STREET","EAST 43 STREET","SW","10017","C5-3","40.751405780000000","-73.974142470000000","2016-02-07T00:00:00.000","2016-02-28T00:00:00.000","Turtle Bay-East Midtown","1036161","1012970033","1009200","(40.75140578, -73.97414247)"
"mn-10-138528","LINK1.0","Live","138528","mn-10-138528","Manhattan","9","110","99 WEST 116 STREET","LENOX AVENUE","5 AVENUE","NE","10026","C4-5X","40.801948880000000","-73.949259100000000","2016-12-21T00:00:00.000","2017-02-06T00:00:00.000","Central Harlem South","1085936","1016007501","1019000","(40.80194888, -73.9492591)"
"mn-06-134971","LINK1.0","Live","134971","mn-06-134971","Manhattan","2","106","345 2 AVENUE","EAST 20 STREET","EAST 21 STREET","NW","10010","C1-5","40.736164840000000","-73.982291090000000","2018-01-24T00:00:00.000","2018-04-11T00:00:00.000","Gramercy","1088555","1009010026","1006400","(40.73616484, -73.98229109)"
"mn-06-121505","LINK1.0","Live","121505","mn-06-121505","Manhattan","2","106","151 EAST 31 STREET","3 AVENUE","LEXINGTON AVENUE","NW","10016","C1-9","40.743950340000000","-73.979654650000000","2016-04-23T00:00:00.000","2016-05-17T00:00:00.000","Murray Hill-Kips Bay","1078756","1008870030","1007200","(40.74395034, -73.97965465)"
"mn-04-123541","LINK1.0","Live","123541","mn-04-123541","Manhattan","3","104","265 WEST 14 STREET","8 AVENUE","7 AVENUE","NE","10011","C6-2A","40.739718560000000","-74.002216560000000","2016-03-11T00:00:00.000","2016-04-07T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1013711","1007640001","1008100","(40.73971856, -74.00221656)"
"mn-01-123002","LINK1.0","Live","123002","mn-01-123002","Manhattan","1","101","55 WATER STREET","COENTIES SLIP","OLD SLIP","SE","10004","C6-9","40.703311080000000","-74.009984570000000","2017-11-11T00:00:00.000","2018-02-27T00:00:00.000","Battery Park City-Lower Manhattan","1083346","1000327501","1000900","(40.70331108, -74.00998457)"
"mn-07-102695","LINK1.0","Live","102695","mn-07-102695","Manhattan","7","107","975 AMSTERDAM AVENUE","W 108 St","W 107 St","SE","10025","C2-5","40.8015795","-73.9647473","2018-04-03T00:00:00.000","2020-12-02T00:00:00.000","Morningside Heights","1055983","1018620061","1019300","(40.8015795, -73.9647473)"
"mn-09-120374","LINK1.0","Live","120374","mn-09-120374","Manhattan","7","109","601 WEST 135 STREET","BROADWAY","RIVERSIDE DRIVE","NW","10031","C1-4","40.820279590000000","-73.955268040000000","2016-06-11T00:00:00.000","2016-07-06T00:00:00.000","Manhattanville","1059958","1020020033","1022301","(40.82027959, -73.95526804)"
"mn-07-121337","LINK1.0","Live","121337","mn-07-121337","Manhattan","6","107","111 WEST 68 STREET","BROADWAY","COLUMBUS AVENUE","NE","10023","C4-6A","40.775390280000000","-73.981828790000000","2016-05-05T00:00:00.000","2016-07-18T00:00:00.000","Lincoln Square","1028937","1011400026","1015300","(40.77539028, -73.98182879)"
"mn-07-134272","LINK1.0","Live","134272","mn-07-134272","Manhattan","6","107","472 COLUMBUS AVENUE","WEST 83 STREET","WEST 82 STREET","NW","10024","C1-8A","40.784423340000000","-73.973816140000000","2018-02-14T00:00:00.000","2018-04-30T00:00:00.000","Upper West Side","1032072","1012130034","1016900","(40.78442334, -73.97381614)"
"mn-09-102722","LINK1.0","Live","102722","mn-09-102722","Manhattan","7","109","3642 BROADWAY","WEST 150 STREET","WEST 151 STREET","NE","10031","C1-4","40.829675000000000","-73.947866000000000","2016-07-20T00:00:00.000","2016-08-04T00:00:00.000","Hamilton Heights","1062137","1020820001","1023700","(40.829675, -73.947866)"
"mn-04-136625","LINK1.0","Live","136625","mn-04-136625","Manhattan","3","104","306 WEST 57 STREET","8 AVENUE","9 AVENUE","SW","10019","C6-6","40.766861290000000","-73.983441530000000","2017-04-01T00:00:00.000","2017-07-13T00:00:00.000","Clinton","1025451","1010477502","1013900","(40.76686129, -73.98344153)"
"mn-09-145978","LINK1.0","Live","145978","LINK-018185","Manhattan","7","109","1381 AMSTERDAM AVENUE","WEST 128 STREET","WEST 129 STREET","NE","10027","M1-5/R7-2","40.814538690000000","-73.955280260000000","2017-10-28T00:00:00.000","2018-01-12T00:00:00.000","Manhattanville","1059584","1019680001","1021303","(40.81453869, -73.95528026)"
"mn-10-119879","LINK1.0","Live","119879","mn-10-119879","Manhattan","9","110","2550 FREDERICK DOUGLASS BOULEVARD","WEST 135 STREET","WEST 136 STREET","SE","10030","C1-4","40.817056990000000","-73.946012410000000","2017-10-28T00:00:00.000","2018-03-13T00:00:00.000","Central Harlem North-Polo Grounds","1058920","1019410061","1022800","(40.81705699, -73.94601241)"
"mn-09-111918","LINK1.0","Live","111918","mn-09-111918","Manhattan","7","109","1626 AMSTERDAM AVENUE","WEST 140 STREET","WEST 141 STREET","NW","10031","C1-4","40.822267830000000","-73.949905600000000","2017-02-04T00:00:00.000","2017-03-08T00:00:00.000","Hamilton Heights","1061768","1020720030","1022500","(40.82226783, -73.9499056)"
"mn-08-121004","LINK1.0","Live","121004","mn-08-121004","Manhattan","4","108","183 EAST 78 STREET","3 AVENUE","LEXINGTON AVENUE","NW","10075","C1-9","40.773727000000000","-73.957965000000000","2016-03-02T00:00:00.000","2016-03-30T00:00:00.000","Upper East Side-Carnegie Hill","1043248","1014130033","1014000","(40.773727, -73.957965)"
"mn-07-133415","LINK1.0","Live","133415","mn-07-133415","Manhattan","6","107","2298 BROADWAY","WEST 83 STREET","WEST 82 STREET","SE","10024","C4-6A","40.786222730000000","-73.977993470000000","2016-04-06T00:00:00.000","2016-04-27T00:00:00.000","Upper West Side","1032769","1012300043","1017100","(40.78622273, -73.97799347)"
"qu-02-145782","LINK1.0","Live","145782","LINK-018207","Queens","26","402","10-51 JACKSON AVENUE","50 AVENUE","49 AVENUE","NE","11101","C2-5","40.742630910000000","-73.952677660000000","2017-03-04T00:00:00.000","2017-03-22T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4000243","4000420028","4000700","(40.74263091, -73.95267766)"
"mn-07-121256","LINK1.0","Live","121256","mn-07-121256","Manhattan","6","107","80 WEST 86 STREET","COLUMBUS AVENUE","CENTRAL PARK WEST","SE","10024","C1-5","40.786334530000000","-73.972055150000000","2018-02-21T00:00:00.000","2020-11-16T00:00:00.000","Upper West Side","1031388","1011990061","1016900","(40.78633453, -73.97205515)"
"mn-06-138042","LINK1.0","Live","138042","mn-06-138042","Manhattan","2","106","392 2 AVENUE","EAST 22 STREET","EAST 23 STREET","SE","10010","C1-9A","40.737627000000000","-73.980968000000000","2017-03-11T00:00:00.000","2017-07-19T00:00:00.000","Gramercy","1088559","1009287504","1006400","(40.737627, -73.980968)"
"mn-04-108148","LINK1.0","Live","108148","mn-04-108148","Manhattan","3","104","300 WEST 48 STREET","8 AVENUE","9 AVENUE","SW","10036","C6-4","40.761073430000000","-73.987251490000000","2016-03-06T00:00:00.000","2016-04-15T00:00:00.000","Clinton","1025105","1010380036","1012700","(40.76107343, -73.98725149)"
"mn-12-120348","LINK1.0","Live","120348","mn-12-120348","Manhattan","7","112","3779 BROADWAY","WEST 157 STREET","WEST 156 STREET","SW","10032","C2-4","40.834189250000000","-73.945449610000000","2016-12-20T00:00:00.000","2018-03-27T00:00:00.000","Washington Heights South","1063255","1021340090","1024100","(40.83418925, -73.94544961)"
"qu-09-145794","LINK1.0","Live","145794","LINK-006987","Queens","29","409","82-37 KEW GARDENS ROAD","83 AVENUE","MOWBRAY DRIVE","NE","11415","C4-4","40.711072000000000","-73.828160000000000","2017-03-11T00:00:00.000","2017-04-05T00:00:00.000","Kew Gardens","4080168","4033600001","4021600","(40.711072, -73.82816)"
"mn-10-119942","LINK1.0","Live","119942","mn-10-119942","Manhattan","9","110","2446 ADAM CLAYTON POWELL JR. BOULEVARD","WEST 142 STREET","WEST 143 STREET","NW","10030","C1-4","40.819916210000000","-73.940551950000000","2017-07-19T00:00:00.000","2017-09-15T00:00:00.000","Central Harlem North-Polo Grounds","1060430","1020280016","1023200","(40.81991621, -73.94055195)"
"mn-07-120533","LINK1.0","Live","120533","mn-07-120533","Manhattan","7","107","896 AMSTERDAM AVENUE","WEST 104 STREET","WEST 103 STREET","SW","10025","C1-5","40.799088440000000","-73.966830300000000","2017-11-22T00:00:00.000","2018-07-31T00:00:00.000","Upper West Side","1056566","1018750036","1019100","(40.79908844, -73.9668303)"
"qu-06-145763","LINK1.0","Live","145763","LINK-006885","Queens","29","406","118-10 QUEENS BOULEVARD","78 AVENUE","78 CRESCENT","SE","11375","C4-4D","40.714861000000000","-73.832341000000000","2017-03-04T00:00:00.000","2017-04-18T00:00:00.000","Forest Hills","4079993","4033470024","4076902","(40.714861, -73.832341)"
"mn-06-133477","LINK1.0","Live","133477","mn-06-133477","Manhattan","4","106","845 3 AVENUE","EAST 52 STREET","EAST 51 STREET","SE","10022","C6-6","40.756911350000000","-73.969816210000000","2016-03-18T00:00:00.000","2016-03-28T00:00:00.000","Turtle Bay-East Midtown","1038464","1013250001","1009800","(40.75691135, -73.96981621)"
"mn-06-133339","LINK1.0","Live","133339","mn-06-133339","Manhattan","2","106","165 3 AVENUE","EAST 15 STREET","EAST 16 STREET","NE","10003","C1-9A","40.734472810000000","-73.986175130000000","2016-01-08T00:00:00.000","2016-01-19T00:00:00.000","Gramercy","1019531","1008970035","1004800","(40.73447281, -73.98617513)"
"bx-05-146094","LINK1.0","Live","146094","LINK-019312","Bronx","14","205","2 CLIFFORD PLACE","JEROME AVENUE","TOWSEND AVENUE","SE","10453","C8-3","40.846434000000000","-73.912958000000000","2018-06-20T00:00:00.000","2018-07-13T00:00:00.000","Mount Hope","2008155","2028480016","2022701","(40.846434, -73.912958)"
"mn-06-121502","LINK1.0","Live","121502","mn-06-121502","Manhattan","2","106","489 3 AVENUE","EAST 33 STREET","EAST 34 STREET","NE","10016","C1-9","40.745116000000000","-73.978416000000000","2016-02-06T00:00:00.000","2016-02-19T00:00:00.000","Murray Hill-Kips Bay","1020103","1009140001","1007000","(40.745116, -73.978416)"
"bk-06-145876","LINK1.0","Live","145876","LINK-020659","Brooklyn","33","306","244 SMITH STREET","DOUGLASS STREET","DEGRAW STREET","SW","11231","C2-4","40.683436070000000","-73.992772540000000","2017-07-20T00:00:00.000","2017-10-23T00:00:00.000","Carroll Gardens-Columbia Street-Red Hook","3336097","3004140036","3007500","(40.68343607, -73.99277254)"
"mn-05-135518","LINK1.0","Live","135518","mn-05-135518","Manhattan","3","105","461 7 AVENUE","WEST 35 STREET","WEST 34 STREET","SE","10001","C6-4","40.751521640000000","-73.990112160000000","2017-10-15T00:00:00.000","2017-12-04T00:00:00.000","Midtown-Midtown South","1015221","1008100078","1010900","(40.75152164, -73.99011216)"
"qu-12-123883","LINK5G_Ad","Live","123883","25099","Queens","27","412","110-30 FARMERS BOULEVARD","110th Road","Ilion Avenue",,"11412","C1-3","40.7023712","-73.7663008","2022-12-09T00:00:00.000","2023-02-21T00:00:00.000","St. Albans","4221968","4104360027","4040200","(40.7023712, -73.7663008)"
"mn-04-135039","LINK1.0","Live","135039","mn-04-135039","Manhattan","3","104","104 8 AVENUE","WEST 15 STREET","WEST 16 STREET","NE","10011","C1-6A","40.740531000000000","-74.001807000000000","2017-06-10T00:00:00.000","2017-07-12T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1081534","1007650001","1008100","(40.740531, -74.001807)"
"qu-02-124939","LINK1.0","Live","124939","qu-02-124939","Queens","26","402","59-40 QUEENS BOULEVARD","61 STREET","59 STREET","SW","11377","C1-2","40.741288000000000","-73.904656000000000","2016-11-05T00:00:00.000","2017-01-05T00:00:00.000","Woodside","4432196","4023140001","4024500","(40.741288, -73.904656)"
"bk-01-126673","LINK1.0","Live","126673","bk-01-126673","Brooklyn","34","301","202 GRAHAM AVENUE","SCHOLES STREET","STAGG STREET","NE","11206","C1-3","40.708922020000000","-73.943389650000000","2017-04-28T00:00:00.000","2017-05-23T00:00:00.000","Bushwick South","3344974","3030260001","3049300","(40.70892202, -73.94338965)"
"qu-07-137929","LINK1.0","Live","137929","35018","Queens","20","407","141-40 NORTHERN BOULEVARD","Parsons Boulevard","Bowne Street","SW","11354","C1-2","40.764482","-73.8240179","2022-09-24T00:00:00.000","2022-11-21T00:00:00.000","Flushing","4113394","4050120037",,"(40.764482, -73.8240179)"
"bk-04-150244","LINK1.0","Live","150244",,"Brooklyn","34","304","143 CENTRAL AVENUE","CENTRAL AVENUE","WILSON AVE","NW","11221","C1-3","40.6995843","-73.9274649","2022-09-07T00:00:00.000","2022-10-25T00:00:00.000","Bushwick South","3325272","3031960001","423","(40.6995843, -73.9274649)"
"qu-09-145889","LINK1.0","Live","145889","LINK-021398","Queens","32","409","112-25 JAMAICA AVENUE","113 STREET","112 STREET","MIDBLOCK","11418","C2-4","40.697902150000000","-73.835657090000000","2017-07-22T00:00:00.000","2017-08-09T00:00:00.000","Richmond Hill","4192701","4092260086","4013000","(40.69790215, -73.83565709)"
"mn-06-121669","LINK1.0","Live","121669","mn-06-121669","Manhattan","4","106","877 1 AVENUE","MITCHELL PLACE","EAST 50 STREET","NW","10022","C1-5","40.753413890000000","-73.966651440000000","2017-12-07T00:00:00.000","2018-06-05T00:00:00.000","Turtle Bay-East Midtown","1039468","1013420023","1009800","(40.75341389, -73.96665144)"
"qu-03-125377","LINK1.0","Live","125377","SC90524","Queens","21","403","88-22 37 AVENUE","89th Street","88th Street","SW","11372","C1-2","40.7503431","-73.8780368","2022-10-29T00:00:00.000","2023-01-17T00:00:00.000","Jackson Heights","4036294","4014760001",,"(40.7503431, -73.8780368)"
"qu-03-143455","LINK1.0","Live","143455","qu-03-143455","Queens","21","403","81-02 37 AVENUE","81 STREET","82 STREET","SE","11372","C4-3","40.749606300000000","-73.885072040000000","2017-08-19T00:00:00.000","2017-11-08T00:00:00.000","Jackson Heights","4030009","4012920001","4028300","(40.7496063, -73.88507204)"
"mn-03-100726","LINK1.0","Live","100726","mn-03-100726","Manhattan","1","103","211 BOWERY","RIVINGTON STREET","SPRING STREET","SE","10002","C6-1","40.721425000000000","-73.993454000000000","2016-07-22T00:00:00.000","2016-08-19T00:00:00.000","Chinatown","1005683","1004250014","1001800","(40.721425, -73.993454)"
"mn-08-135072","LINK1.0","Live","135072","mn-08-135072","Manhattan","5","108","343 EAST 66 STREET","1 AVENUE","2 AVENUE","NW","10065","C1-9","40.764116580000000","-73.958947780000000","2018-05-01T00:00:00.000","2020-11-24T00:00:00.000","Lenox Hill-Roosevelt Island","1044741","1014410023","1011800","(40.76411658, -73.95894778)"
"qu-12-155281","LINK1.0","Live","155281",,"Queens","27","412","136-09 FARMERS BOULEVARD","FARMERS BLVD","136TH AVE","SW","11434","C1-3","40.6746405","-73.763428","2022-08-30T00:00:00.000","2022-12-14T00:00:00.000","Springfield Gardens North",,"4130220065",,"(40.6746405, -73.763428)"
"mn-10-145541","LINK1.0","Live","145541","mn-10-145541","Manhattan","9","110","2926 FREDERICK DOUGLASS BOULEVARD","WEST 155 STREET","WEST 154 STREET","SE","10039","C8-3","40.829002480000000","-73.937279230000000","2018-06-05T00:00:00.000","2020-11-06T00:00:00.000","Central Harlem North-Polo Grounds","1000000","1020400061","1023600","(40.82900248, -73.93727923)"
"mn-07-121323","LINK1.0","Live","121323","mn-07-121323","Manhattan","6","107","1995 BROADWAY","WEST 68 STREET","WEST 67 STREET","NW","10023","C4-7","40.775443280000000","-73.982366870000000","2017-06-17T00:00:00.000","2017-10-06T00:00:00.000","Lincoln Square","1070358","1011397502","1015300","(40.77544328, -73.98236687)"
"mn-12-134409","LINK1.0","Live","134409","LINK-002209","Manhattan","10","112","4791 BROADWAY","CUMMING STREET","ACADEMY STREET","NW","10034","C1-4","40.8661515","-73.9258056","2022-02-10T00:00:00.000","2022-05-18T00:00:00.000","Marble Hill-Inwood","1064947","1022370059","1029500","(40.8661515, -73.9258056)"
"mn-12-135063","LINK1.0","Live","135063","mn-12-135063","Manhattan","7","112","3798 BROADWAY","WEST 157 STREET","WEST 158 STREET","SE","10032","C4-4","40.834513000000000","-73.944329000000000","2018-02-17T00:00:00.000","2018-04-24T00:00:00.000","Washington Heights South","1084193","1021160001","1024100","(40.834513, -73.944329)"
"qu-09-145882","LINK1.0","Live","145882","LINK-021390","Queens","32","409","98-31 JAMAICA AVENUE","101 STREET","98 STREET","NW","11418","C2-4","40.695048450000000","-73.846655950000000","2017-07-15T00:00:00.000","2017-08-09T00:00:00.000","Richmond Hill","4438536","4091770059","4002400","(40.69504845, -73.84665595)"
"bk-01-146011","LINK1.0","Live","146011","LINK-021284","Brooklyn","33","301","63 GUERNSEY STREET","NASSAU AVENUE","NORMAN AVENUE","SW","11222","M1-1","40.723290090000000","-73.952603090000000","2017-12-08T00:00:00.000","2018-04-10T00:00:00.000","Greenpoint","3065960","3026430029","3056900","(40.72329009, -73.95260309)"
"mn-05-121576","LINK1.0","Removed Pending Reinstall","121576","mn-05-121576","Manhattan","2","105","100 EAST 34 STREET","PARK AVENUE","LEXINGTON AVENUE","SE","10016","C5-3","40.746880750000000","-73.981064500000000","2017-09-10T00:00:00.000","2017-12-04T00:00:00.000","Murray Hill-Kips Bay","1087537","1008897501","1007200","(40.74688075, -73.9810645)"
"bx-02-118974","LINK1.0","Live","118974","LINK-010541","Bronx","17","202","798 HUNTS POINT AVENUE","COSTER STREET","LAFAYETTE AVENUE","SE","10474","C1-4","40.8164562","-73.8876715","2021-12-07T00:00:00.000","2022-05-02T00:00:00.000","Hunts Point","2006548","2027630190","2011700","(40.8164562, -73.8876715)"
"bx-07-145924","LINK1.0","Live","145924","LINK-005578","Bronx","14","207","82 WEST KINGSBRIDGE ROAD","UNIVERSITY AVENUE","AQUEDUCT AVENUE","SE","10468","C1-3","40.868100290000000","-73.900705880000000","2017-09-16T00:00:00.000","2018-01-22T00:00:00.000","Kingsbridge Heights","2014676","2032150024","2026500","(40.86810029, -73.90070588)"
"mn-03-123448","LINK5G_Ad","Live","123448","10058","Manhattan","1","103","94 BAYARD STREET","BAYARD STREET","CANAL STREET","NW","10013","C6-1","40.7160332","-73.9993002","2022-08-27T00:00:00.000","2022-11-01T00:00:00.000","Chinatown","1002380","1001990027","1002900","(40.7160332, -73.9993002)"
"qu-01-136769","LINK1.0","Live","136769","qu-01-136769","Queens","26","401","34-01 38 AVENUE","35 STREET","34 STREET","NW","11101","M1-3/R7X","40.752278520000000","-73.929054630000000","2017-12-14T00:00:00.000","2018-02-21T00:00:00.000","Queensbridge-Ravenswood-Long Island City","4004564","4003760001","4005500","(40.75227852, -73.92905463)"
"mn-08-121036","LINK1.0","Live","121036","mn-08-121036","Manhattan","4","108","30 EAST 76 STREET","MADISON AVENUE","PARK AVENUE","SE","10021","C5-1","40.774281470000000","-73.963460150000000","2018-02-03T00:00:00.000","2018-04-06T00:00:00.000","Upper East Side-Carnegie Hill","1041721","1013907501","1013000","(40.77428147, -73.96346015)"
"mn-11-120249","LINK1.0","Live","120249","mn-11-120249","Manhattan","8","111","150 EAST 116 STREET","LEXINGTON AVENUE","3 AVENUE","SE","10029","C1-4","40.798488000000000","-73.941542000000000","2017-09-23T00:00:00.000","2017-11-03T00:00:00.000","East Harlem North","1052262","1016430052","1018200","(40.798488, -73.941542)"
"mn-09-141129","LINK1.0","Live","141129","mn-09-141129","Manhattan","7","109","3457 BROADWAY","WEST 141 STREET","WEST 140 STREET","SW","10031","C1-4","40.823821340000000","-73.952581420000000","2017-05-09T00:00:00.000","2017-07-13T00:00:00.000","Hamilton Heights","1062321","1020880036","1022500","(40.82382134, -73.95258142)"
"bk-04-156543","LINK1.0","Live",,"LINK-021185","Brooklyn","34","304","927 BROADWAY","BROADWAY","STOCKTON STREET","E","11206","C2-3","40.6975166","-73.9358249","2022-08-22T00:00:00.000","2023-03-03T00:00:00.000","Bushwick South","3071870","3031500005","389","(40.6975166, -73.9358249)"
"mn-07-137051","LINK1.0","Live","137051","mn-07-137051","Manhattan","6","107","2239 BROADWAY","WEST 80 STREET","WEST 79 STREET","SW","10024","C4-6A","40.784423030000000","-73.979796200000000","2018-02-26T00:00:00.000","2020-11-24T00:00:00.000","Upper West Side","1032645","1012270054","1016700","(40.78442303, -73.9797962)"
"mn-08-135119","LINK1.0","Live","135119","mn-08-135119","Manhattan","5","108","400 EAST 64 STREET","1 AVENUE","EAST 63 STREET","SE","10065","C1-9","40.76258315803982","-73.95945972744822","2018-03-23T00:00:00.000","2021-03-30T00:00:00.000","Lenox Hill-Roosevelt Island","1045387","1014580045","1010602","(40.76258315803982, -73.95945972744822)"
"bk-02-126838","LINK1.0","Live","126838","bk-02-126838","Brooklyn","33","302","275 LIVINGSTON STREET","HANOVER PLACE","NEVINS STREET","NE","11201","C6-4","40.688449430000000","-73.982472260000000","2016-11-11T00:00:00.000","2017-01-30T00:00:00.000","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3000461","3001610001","3003700","(40.68844943, -73.98247226)"
"qu-03-132974","LINK5G_Ad","Live","132974","85083","Queens","25","403","74-18 37 AVENUE","75th Street","74th Street","SW","11372","C4-3","40.7489749","-73.8910703","2022-12-01T00:00:00.000","2023-04-26T00:00:00.000","Jackson Heights","4029828","4012850040",,"(40.7489749, -73.8910703)"
"bk-04-150039","LINK1.0","Live","150039",,"Brooklyn","34","304","544 BUSHWICK AVENUE","BEAVER STREET","NOLL STREET","MIDBLOCK","11206","C2-4","40.6994752","-73.9358433","2022-06-13T00:00:00.000","2022-10-25T00:00:00.000","Bushwick South","3000000","3031370001","389","(40.6994752, -73.9358433)"
